epoch,accuracy,loss,val_accuracy,val_loss
0,0.33153367042541504,1.7738696336746216,0.4069378674030304,1.6429892778396606
1,0.4287157356739044,1.528790831565857,0.4407913088798523,1.4952818155288696
2,0.47103697061538696,1.4083961248397827,0.4556979537010193,1.5073972940444946
3,0.4998432695865631,1.3334301710128784,0.48690444231033325,1.5246137380599976
4,0.5163537859916687,1.2842074632644653,0.47478407621383667,1.3735677003860474
5,0.5329687595367432,1.2516783475875854,0.5384508371353149,1.2568482160568237
6,0.5428262948989868,1.221753478050232,0.5123990178108215,1.3215644359588623
7,0.548051118850708,1.2094216346740723,0.53886878490448,1.218400239944458
8,0.55477374792099,1.1828004121780396,0.4991641044616699,1.3475486040115356
9,0.5645267963409424,1.1659151315689087,0.5487601161003113,1.218225121498108
10,0.5711101293563843,1.1532385349273682,0.5433268547058105,1.235399603843689
11,0.5719460844993591,1.140237808227539,0.53817218542099,1.2748416662216187
12,0.576927125453949,1.1336814165115356,0.5523822903633118,1.2195782661437988
13,0.5811766386032104,1.1165536642074585,0.5415157675743103,1.2221670150756836
14,0.587550938129425,1.1017987728118896,0.5700752139091492,1.1556718349456787
15,0.5879689455032349,1.0996441841125488,0.5706325173377991,1.154919147491455
16,0.5911386609077454,1.0878558158874512,0.5651991963386536,1.1701560020446777
17,0.5979309678077698,1.0814106464385986,0.5679855346679688,1.162437915802002
18,0.6022153496742249,1.0699201822280884,0.5569796562194824,1.2004035711288452
19,0.5973387956619263,1.0736185312271118,0.5813596844673157,1.14188551902771
20,0.6064648628234863,1.0560355186462402,0.5777375102043152,1.1838511228561401
21,0.605559229850769,1.0527222156524658,0.5876288414001465,1.1117767095565796
22,0.6080323457717896,1.0436210632324219,0.5682641267776489,1.1666312217712402
23,0.6120032072067261,1.0413093566894531,0.5743939876556396,1.155569314956665
24,0.6143369674682617,1.037203073501587,0.5933407545089722,1.109058141708374
25,0.6164965629577637,1.0305925607681274,0.5784341096878052,1.1523813009262085
26,0.6183078289031982,1.0251104831695557,0.5777375102043152,1.169622778892517
27,0.6147201061248779,1.0234103202819824,0.6004458069801331,1.0741280317306519
28,0.6216517686843872,1.0151011943817139,0.6056004166603088,1.0719329118728638
29,0.6246821284294128,1.011141300201416,0.6184173822402954,1.075048565864563
30,0.6252046227455139,1.0037933588027954,0.6074115633964539,1.061491847038269
31,0.6248214840888977,1.0064581632614136,0.5853998064994812,1.1146246194839478
32,0.6265979409217834,0.999457061290741,0.6054611206054688,1.0808897018432617
33,0.6271900534629822,0.9970127940177917,0.5870715975761414,1.1198781728744507
34,0.6293148398399353,0.9954796433448792,0.6067149639129639,1.0867666006088257
35,0.6313351392745972,0.990609884262085,0.5801059007644653,1.1309655904769897
36,0.6290013790130615,0.9905304908752441,0.6028141379356384,1.084770917892456
37,0.6342958807945251,0.9856441617012024,0.5594873428344727,1.245832085609436
38,0.6366993188858032,0.9787300825119019,0.600027859210968,1.1020044088363647
39,0.6345048546791077,0.9759336113929749,0.6012817025184631,1.0889697074890137
40,0.6372566223144531,0.9771588444709778,0.5945945978164673,1.0859180688858032
41,0.6374307870864868,0.9755269885063171,0.6106157898902893,1.0536468029022217
42,0.6372217535972595,0.9705416560173035,0.5955697894096375,1.0984249114990234
43,0.6394510269165039,0.9684228301048279,0.5977988243103027,1.0858310461044312
44,0.6393813490867615,0.960615873336792,0.5991919636726379,1.1446301937103271
45,0.6420286297798157,0.961836040019989,0.607968807220459,1.1005297899246216
46,0.6420286297798157,0.9582977890968323,0.6122875213623047,1.069664478302002
47,0.6425511240959167,0.9545893669128418,0.6161883473396301,1.0408251285552979
48,0.6455118656158447,0.9563726782798767,0.6036500334739685,1.0654752254486084
49,0.6467658281326294,0.9542611241340637,0.5958484411239624,1.0973693132400513
50,0.6475669741630554,0.9497785568237305,0.6122875213623047,1.0495177507400513
51,0.6467658281326294,0.9500924944877625,0.6040679812431335,1.0748462677001953
52,0.6518861651420593,0.9431135058403015,0.6082473993301392,1.0473686456680298
53,0.6480894684791565,0.9457613825798035,0.6018389463424683,1.1153538227081299
54,0.6483681201934814,0.9444887638092041,0.6231541037559509,1.0491392612457275
55,0.6514333486557007,0.9398443698883057,0.6012817025184631,1.1101881265640259
56,0.6513288617134094,0.9404317736625671,0.6074115633964539,1.0769636631011963
57,0.6512939929962158,0.9331915378570557,0.6193925738334656,1.0606244802474976
58,0.6510153412818909,0.9395859241485596,0.6216216087341309,1.065993070602417
59,0.6537671089172363,0.9298544526100159,0.6181387305259705,1.0278736352920532
60,0.6552300453186035,0.9296270608901978,0.6298412084579468,1.0281587839126587
61,0.6527569890022278,0.9317420721054077,0.6227361559867859,1.061713695526123
62,0.6563447117805481,0.9259319305419922,0.6200891733169556,1.0400835275650024
63,0.6565536856651306,0.9226253032684326,0.6213430166244507,1.0413994789123535
64,0.6544985771179199,0.9215837121009827,0.608386754989624,1.0704705715179443
65,0.6553345918655396,0.9204054474830627,0.6192532777786255,1.055747151374817
66,0.6599672436714172,0.9163533449172974,0.6159096956253052,1.0358847379684448
67,0.659862756729126,0.9158466458320618,0.6203677654266357,1.0792615413665771
68,0.6582953333854675,0.920242428779602,0.6184173822402954,1.0523885488510132
69,0.6563447117805481,0.9158615469932556,0.6264976263046265,1.0378905534744263
70,0.6616392135620117,0.9115040302276611,0.6143772602081299,1.050012469291687
71,0.6597930788993835,0.9102525115013123,0.6313736438751221,1.014011263847351
72,0.6624403595924377,0.9103907346725464,0.623293399810791,1.041229486465454
73,0.6637639999389648,0.9072651267051697,0.6110337376594543,1.0874286890029907
74,0.662823498249054,0.9106659293174744,0.6069936156272888,1.1009678840637207
75,0.6617088913917542,0.9012930393218994,0.6244078874588013,1.0355921983718872
76,0.6669337153434753,0.901918888092041,0.6227361559867859,1.0649203062057495
77,0.6657145619392395,0.9074664115905762,0.6264976263046265,1.0303703546524048
78,0.6664460897445679,0.8991654515266418,0.6019782423973083,1.095145583152771
79,0.6662719249725342,0.9011765718460083,0.6154918074607849,1.0864906311035156
80,0.6673168540000916,0.8972770571708679,0.6255224347114563,1.04556405544281
81,0.6686404943466187,0.8936939239501953,0.6253831386566162,1.0480912923812866
82,0.6679090261459351,0.8919452428817749,0.6142379641532898,1.0507841110229492
83,0.6674910187721252,0.8945990800857544,0.622178852558136,1.0467402935028076
84,0.6840015053749084,0.849198043346405,0.6401504874229431,1.0025596618652344
85,0.6915252804756165,0.836471438407898,0.6437726616859436,0.9936248660087585
86,0.693719744682312,0.8311787843704224,0.6425188183784485,0.991330087184906
87,0.6959141492843628,0.8250893354415894,0.6432153582572937,0.995575487613678
88,0.6957051753997803,0.8234410285949707,0.6437726616859436,0.9923809766769409
89,0.6953568458557129,0.8220404386520386,0.6412649750709534,0.9922187924385071
90,0.7001288533210754,0.8183037042617798,0.6407077312469482,0.9978750348091125
91,0.6968546509742737,0.8154230713844299,0.6430760622024536,0.993797779083252
92,0.6980041265487671,0.8121439814567566,0.6408470273017883,0.9972724318504333
93,0.6984220743179321,0.8144545555114746,0.6412649750709534,0.9925870895385742
94,0.6983872652053833,0.8140100240707397,0.6411256790161133,0.9876216650009155
95,0.6990839242935181,0.8102257251739502,0.6407077312469482,0.9930667281150818
96,0.7006513476371765,0.8084067702293396,0.6404290795326233,0.9916716814041138
97,0.6985266208648682,0.8119363784790039,0.6397325396537781,0.9996546506881714
98,0.7006513476371765,0.8105217218399048,0.6387572884559631,0.9941638112068176
99,0.6976906061172485,0.8105996251106262,0.6439119577407837,0.9871616959571838
